term_str,n,num,stop,pos_max,p,s,i,h,wlen,df,idf,tfidf_n_sum,tfidf_jp_sum,tfidf_cp_sum,tfidf_l2_sum,tfidf_logn_sum,tfidf_sub_sum,tfidf_max_sum,tfidf_bool_sum
coincidence,3,0,0,NN,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,11,3,10.751265088762233,1.283729284665208e-05,3.567141039552919e-05,3.567141039552919e-05,3.2696402070202436e-05,1.6295567440130293e-05,1.4591329584362441e-05,2.6863890920428293e-05,3.797530808865749e-05
coined,1,0,0,VBD,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,3.8952832467493855e-06,3.8952832467493855e-06,5.796443978957048e-06,0.0,0.0,2.717921514941927e-06,5.924948593577872e-06
cold,38,0,0,NN,0.0001867560474556946,5354.578947368421,12.386557419035176,0.002313264505162019,4,24,7.751265088762233,0.00018189149237012744,4.682002047958909e-05,4.682002047958909e-05,8.530125548939256e-05,0.00017146593501490219,0.0001649727992671377,0.00014282843319354523,5.528417166675542e-05
colder,2,0,0,NN,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,6,2,11.33622758948339,6.661916889097728e-06,3.399524488453012e-07,3.399524488453012e-07,9.615301054408858e-07,8.45658950400489e-06,7.572174768748579e-06,6.920487260001591e-06,6.761702291056113e-07
collaborator,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,12,1,12.33622758948339,0.0,4.07305655454389e-06,4.07305655454389e-06,6.895425622570358e-06,0.0,0.0,3.7081719893781293e-06,4.74469188400222e-06
collaborators,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,13,1,12.33622758948339,0.0,4.335227291291341e-06,4.335227291291341e-06,6.0074372402248464e-06,0.0,0.0,1.4447423335239526e-06,5.521300798903002e-06
collapse,3,0,0,NN,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,8,3,10.751265088762233,1.283729284665208e-05,2.802673085276015e-06,2.802673085276015e-06,6.395093907341266e-06,1.6295567440130293e-05,1.4591329584362441e-05,1.4954176639267501e-05,4.490115730276769e-06
collapsed,3,0,0,VBD,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,9,3,10.751265088762233,1.283729284665208e-05,3.2838128586297437e-06,3.2838128586297437e-06,7.85989667026602e-06,1.6295567440130293e-05,1.4591329584362441e-05,1.621109185883259e-05,4.267676264164833e-06
collapsing,1,0,0,VBG,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,5.9269781929723005e-06,5.9269781929723005e-06,8.849500431665124e-06,0.0,0.0,3.7081719893781293e-06,6.9094554098580545e-06
collarbone,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,2.335335132769108e-06,2.335335132769108e-06,5.318679467839729e-06,0.0,0.0,2.717921514941927e-06,2.391331535818036e-06
collateral,1,0,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,3.629383000048201e-06,3.629383000048201e-06,4.7795268200102745e-06,0.0,0.0,1.727671040505714e-06,6.383639269344775e-06
collect,5,0,0,VB,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,7,5,10.014299494596028,2.432117806764474e-05,1.1919260662236767e-05,1.1919260662236767e-05,2.2976523948319875e-05,3.087312895008727e-05,2.764432729736492e-05,3.5164987717707493e-05,1.5784825737200052e-05
collected,2,0,0,VBD,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,9,2,11.33622758948339,6.661916889097728e-06,6.694480212995469e-06,6.694480212995469e-06,1.0534709948005833e-05,8.45658950400489e-06,7.572174768748579e-06,9.954742587100602e-06,8.408701871644556e-06
collectible,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,11,1,12.33622758948339,0.0,7.132780884633057e-06,7.132780884633057e-06,1.046387444009467e-05,0.0,0.0,5.68867293825055e-06,7.74318190292415e-06
collecting,2,0,0,VBG,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,10,2,11.33622758948339,6.661916889097728e-06,1.132481436676173e-05,1.132481436676173e-05,1.7143586525069464e-05,8.45658950400489e-06,7.572174768748579e-06,1.4028647375261584e-05,1.2679895562523113e-05
collection,2,0,0,NN,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,10,2,11.33622758948339,6.661916889097728e-06,1.3972372702796601e-05,1.3972372702796601e-05,1.866756345937449e-05,8.45658950400489e-06,7.572174768748579e-06,1.457463461491202e-05,1.6401677973775856e-05
collections,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,11,1,12.33622758948339,0.0,3.8952832467493855e-06,3.8952832467493855e-06,5.624744786108861e-06,0.0,0.0,1.727671040505714e-06,5.278077127752761e-06
collective,4,0,0,JJ,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,10,4,10.33622758948339,1.869670844537541e-05,1.8178169977711747e-05,1.8178169977711747e-05,2.4800254906031876e-05,2.3733467563570175e-05,2.125135247190011e-05,2.7502566911949952e-05,2.439274739529605e-05
collectively,2,0,0,RB,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,12,2,11.33622758948339,6.661916889097728e-06,1.3121971599717458e-05,1.3121971599717458e-05,1.594665612130142e-05,8.45658950400489e-06,7.572174768748579e-06,1.2754677149410554e-05,1.5094368503807831e-05
collector,2,0,0,NN,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,9,1,12.33622758948339,7.950959111015504e-06,1.2765686959044061e-06,1.2765686959044061e-06,3.2349079571035816e-06,5.903962438569465e-06,9.037346603094196e-06,1.5753248136693876e-06,7.944084424073494e-07
collects,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,7.132780884633057e-06,7.132780884633057e-06,1.046387444009467e-05,0.0,0.0,5.68867293825055e-06,7.74318190292415e-06
college,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,7,1,12.33622758948339,0.0,5.354780156420323e-06,5.354780156420323e-06,8.151727590184405e-06,0.0,0.0,3.7081719893781293e-06,6.2239469600037014e-06
collisions,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,2.335335132769108e-06,2.335335132769108e-06,4.3219289058769165e-06,0.0,0.0,1.727671040505714e-06,3.1999001907095312e-06
colluding,1,0,0,VBG,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,9,1,12.33622758948339,0.0,1.0561782289043327e-05,1.0561782289043327e-05,1.2321861513408951e-05,0.0,0.0,5.68867293825055e-06,1.2372100869634878e-05
colonel,17,0,0,NNP,8.354875807228442e-05,11969.05882352941,13.547022091228422,0.001131836871299936,7,13,8.635787871342297,8.667014996731235e-05,5.698820199071036e-05,5.698820199071036e-05,6.902629732290635e-05,9.52298659213085e-05,9.218595864869959e-05,9.13041563531578e-05,6.519809679952604e-05
colonies,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,4.711291872691376e-06,4.711291872691376e-06,7.68223116984966e-06,0.0,0.0,2.717921514941927e-06,5.397304417532291e-06
color,6,0,0,NN,2.9487796966688618e-05,33912.333333333336,15.049522431757605,0.00044377726191329424,5,5,10.014299494596028,3.077560550337679e-05,6.011701045965318e-05,6.011701045965318e-05,5.787787172066258e-05,3.5665845980947125e-05,3.498066207745675e-05,4.361357682397468e-05,4.854505720267056e-05
colored,1,0,0,VBN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,7,1,12.33622758948339,0.0,1.9934386127764744e-05,1.9934386127764744e-05,1.9464620378970626e-05,0.0,0.0,1.1630175784867796e-05,2.027687018201782e-05
colorful,3,0,0,JJ,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,8,3,10.751265088762233,1.283729284665208e-05,1.1578295465493728e-05,1.1578295465493728e-05,1.7561702233583373e-05,1.6295567440130293e-05,1.4591329584362441e-05,1.8866546548054615e-05,1.536665224462711e-05
coloring,1,0,0,VBG,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,9.209964427689274e-06,9.209964427689274e-06,1.1080239794553928e-05,0.0,0.0,3.7081719893781293e-06,1.0908254700675076e-05
colors,3,0,0,NNS,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,6,2,11.33622758948339,1.3968354889154348e-05,1.4101974864828171e-05,1.4101974864828171e-05,2.2559286372343955e-05,1.3881964595207116e-05,1.5876935454669962e-05,1.5484613347662762e-05,1.1283373287806668e-05
colson,1,0,0,NNP,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,8.653333543602318e-06,8.653333543602318e-06,1.1974974746185401e-05,0.0,0.0,5.68867293825055e-06,9.078446989475322e-06
columbia,1,0,0,NNP,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,6.484513057802981e-07,6.484513057802981e-07,1.3809891777216488e-06,0.0,0.0,3.130275055968428e-07,9.639142456185338e-07
column,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,2.335335132769108e-06,2.335335132769108e-06,5.318679467839729e-06,0.0,0.0,2.717921514941927e-06,2.391331535818036e-06
combat,3,0,0,NN,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,6,3,10.751265088762233,1.283729284665208e-05,9.202551960239483e-06,9.202551960239483e-06,1.473285152636886e-05,1.6295567440130293e-05,1.4591329584362441e-05,1.8332294354627803e-05,1.1843127086341476e-05
combattrai,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,1.2171772668677584e-06,1.2171772668677584e-06,3.1511854806085494e-06,0.0,0.0,1.067504057548253e-06,1.2640917051751946e-06
combined,1,0,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,1.1362632557490336e-06,1.1362632557490336e-06,2.3957658275615378e-06,0.0,0.0,7.374205660695224e-07,1.4399730971903917e-06
combining,2,0,0,VBG,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,9,1,12.33622758948339,7.950959111015504e-06,3.5088195341526325e-06,3.5088195341526325e-06,5.8473164803460904e-06,5.903962438569465e-06,9.037346603094196e-06,1.5753248136693876e-06,3.3038590177670046e-06
combo,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,5,1,12.33622758948339,0.0,7.36805414365532e-07,7.36805414365532e-07,1.6971189053481294e-06,0.0,0.0,6.612474526513431e-07,1.068436665536993e-06
combustion,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,3.3096770563674836e-06,3.3096770563674836e-06,6.2404790806579465e-06,0.0,0.0,2.717921514941927e-06,3.7144963846440464e-06
come,697,0,0,NNP,0.0034254990809636614,291.92826398852225,8.189470086610338,0.02805302225526311,4,520,3.3138597764549345,0.0014807382924128438,0.0025152196951365277,0.0025152196951365277,0.0019597583184265137,0.0016356054577455325,0.0015940022246367577,0.0017800179263874785,0.0026794008556561342
comeback,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,5.354780156420323e-06,5.354780156420323e-06,6.895425622570358e-06,0.0,0.0,2.1237712302802014e-06,7.102254661379592e-06
comedic,1,0,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,7,1,12.33622758948339,0.0,5.570454800966843e-06,5.570454800966843e-06,9.22646495978527e-06,0.0,0.0,3.7081719893781293e-06,5.7847931093157726e-06
comes,47,0,0,VBZ,0.0002309877429057275,4329.234042553191,12.079896080801124,0.0027903079302399954,5,46,6.812665633426376,0.00019842166155341202,0.00022094107968317667,0.00022094107968317667,0.00021536475791333423,0.00024956170358199966,0.00022553320976530645,0.0002797366741504416,0.000257688139372111
comfort,4,0,0,NN,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,7,4,10.33622758948339,1.869670844537541e-05,8.691321113956211e-06,8.691321113956211e-06,1.4730682528021303e-05,2.3733467563570175e-05,2.125135247190011e-05,2.4291704385028944e-05,1.2449099651268584e-05
comfortable,11,0,0,JJ,5.40609611055958e-05,18497.636363636364,14.175053313841465,0.0007663170058693303,11,9,9.166302588041077,5.703567169070956e-05,5.256711786821824e-05,5.256711786821824e-05,5.959929103850925e-05,6.617559571253638e-05,6.482879947088496e-05,6.83099162017233e-05,5.6377724015083976e-05
comic,1,0,0,JJ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,5,1,12.33622758948339,0.0,1.7659540711663105e-06,1.7659540711663105e-06,3.8063879595009117e-06,0.0,0.0,1.2325458032876237e-06,2.0719469171359008e-06
comics,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,1.008936068808044e-06,1.008936068808044e-06,2.041068368625954e-06,0.0,0.0,6.612474526513431e-07,1.3195710704417371e-06
comin,4,0,0,NN,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,5,4,10.33622758948339,1.869670844537541e-05,3.250363444098198e-05,3.250363444098198e-05,3.372133578892336e-05,2.3733467563570175e-05,2.125135247190011e-05,2.8664156699441317e-05,4.05328590189617e-05
coming,163,0,0,VBG,0.0008010851509283742,1248.3067484662577,10.285756778247684,0.008239767021115094,6,146,5.146403030603372,0.0005327144008814296,0.0007446537486520086,0.0007446537486520086,0.000681553258203719,0.0006426218978903282,0.0005976109778354476,0.0007251451898795978,0.0007819193644357403
comlink,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,7,1,12.33622758948339,0.0,1.5684460500490257e-05,1.5684460500490257e-05,1.250635171424303e-05,0.0,0.0,2.717921514941927e-06,2.1782540527233615e-05
comm,3,0,0,NN,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,4,3,10.751265088762233,1.283729284665208e-05,8.22106718115873e-06,8.22106718115873e-06,1.2965870141990076e-05,1.6295567440130293e-05,1.4591329584362441e-05,1.7103887912678602e-05,1.2555957039922354e-05
command,19,0,0,NN,9.33780237278473e-05,10709.157894736842,13.386557419035176,0.0012500102763088568,7,18,8.166302588041077,9.205277480192713e-05,0.0001831653258348412,0.0001831653258348412,0.00016239490096611343,0.00011407815667182624,0.00010463050055295009,0.00014911907031194766,0.00019829750788618903
commander,12,0,0,NNP,5.8975593933377235e-05,16956.166666666668,14.049522431757605,0.0008285789298932112,9,12,8.751265088762233,5.973354205664155e-05,0.0001291293626597652,0.0001291293626597652,0.00012848419896373093,7.582532973653543e-05,6.789529613458493e-05,0.00010878796818540826,0.00014837271811051349
commanders,3,0,0,NNS,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,10,2,11.33622758948339,1.3968354889154348e-05,1.4834769052984155e-05,1.4834769052984155e-05,2.1436864908584527e-05,1.3881964595207116e-05,1.5876935454669962e-05,1.457463461491202e-05,1.3404936278251805e-05
commanding,2,0,0,VBG,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,10,2,11.33622758948339,6.661916889097728e-06,2.726360106771145e-06,2.726360106771145e-06,5.781406976537269e-06,8.45658950400489e-06,7.572174768748579e-06,9.158094539014791e-06,4.208624945919153e-06
commando,1,0,0,NNP,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,9.515213622188584e-06,9.515213622188584e-06,1.214490211794011e-05,0.0,0.0,5.68867293825055e-06,1.0490012938115133e-05
commandos,2,0,0,NNP,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,9,2,11.33622758948339,6.661916889097728e-06,1.4123797205154438e-05,1.4123797205154438e-05,1.780322251949216e-05,8.45658950400489e-06,7.572174768748579e-06,1.366465588216129e-05,1.5604986186263252e-05
commands,2,0,0,NNS,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,8,2,11.33622758948339,6.661916889097728e-06,7.001992507599615e-06,7.001992507599615e-06,1.1741921995758093e-05,8.45658950400489e-06,7.572174768748579e-06,1.1116715430459231e-05,7.84645615538097e-06
comme,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,5,1,12.33622758948339,0.0,1.2171772668677584e-06,1.2171772668677584e-06,3.1511854806085494e-06,0.0,0.0,1.067504057548253e-06,1.2640917051751946e-06
commence,5,0,0,NN,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,8,5,10.014299494596028,2.432117806764474e-05,9.877919823164358e-05,9.877919823164358e-05,6.122202963167296e-05,3.087312895008727e-05,2.764432729736492e-05,4.606999418880368e-05,0.00010625351307525185
commended,1,0,0,VBN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,9,1,12.33622758948339,0.0,1.2912769874006896e-05,1.2912769874006896e-05,1.4923043416048957e-05,0.0,0.0,5.68867293825055e-06,1.3569793189692897e-05
commensurate,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,12,1,12.33622758948339,0.0,1.7135199238168192e-06,1.7135199238168192e-06,3.962895845117064e-06,0.0,0.0,2.1237712302802014e-06,1.995633778158749e-06
comment,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,7,1,12.33622758948339,0.0,1.9575109379430984e-06,1.9575109379430984e-06,3.954678431357672e-06,0.0,0.0,1.4447423335239526e-06,2.597386128516203e-06
commerce,2,0,0,NN,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,8,1,12.33622758948339,7.950959111015504e-06,1.0303207581402052e-06,1.0303207581402052e-06,2.992536745100607e-06,5.903962438569465e-06,9.037346603094196e-06,1.1451707614256019e-06,3.8172045197536744e-07
commercial,4,0,0,JJ,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,10,4,10.33622758948339,1.869670844537541e-05,1.9136786833191217e-05,1.9136786833191217e-05,2.824963641850023e-05,2.3733467563570175e-05,2.125135247190011e-05,3.0268256882167483e-05,2.240042633956527e-05
commercials,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,11,1,12.33622758948339,0.0,1.0962320914629712e-05,1.0962320914629712e-05,1.250635171424303e-05,0.0,0.0,5.68867293825055e-06,1.294491024009741e-05
commie,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,6.198826285951076e-07,6.198826285951076e-07,1.3716531941383872e-06,0.0,0.0,4.898579474604611e-07,8.273346917560196e-07
commissary,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,4.335227291291341e-06,4.335227291291341e-06,6.824917358710892e-06,0.0,0.0,2.1237712302802014e-06,4.94640848527515e-06
commission,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,2.498117281015319e-05,2.498117281015319e-05,2.184284807571475e-05,0.0,0.0,1.1630175784867796e-05,2.5546716390273105e-05
commit,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,6,1,12.33622758948339,0.0,3.3096770563674836e-06,3.3096770563674836e-06,5.666387434807468e-06,0.0,0.0,2.1237712302802014e-06,4.216386499715984e-06
commitment,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,3.629383000048201e-06,3.629383000048201e-06,6.213377109420721e-06,0.0,0.0,2.1237712302802014e-06,4.380940635805132e-06
committee,4,0,0,NN,1.9658531311125745e-05,50868.5,15.634484932478761,0.0003073510115784574,9,4,10.33622758948339,1.869670844537541e-05,3.5817739715927407e-05,3.5817739715927407e-05,3.2738557513980894e-05,2.3733467563570175e-05,2.125135247190011e-05,3.182192389484853e-05,3.939495946170585e-05
committees,2,0,0,JJ,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,10,2,11.33622758948339,6.661916889097728e-06,1.8765143366310244e-06,1.8765143366310244e-06,4.3469327439881975e-06,8.45658950400489e-06,7.572174768748579e-06,8.053120363531757e-06,2.5936833655268705e-06
common,9,0,0,JJ,4.4231695450032926e-05,22608.222222222223,14.46455993103645,0.0006397920096883534,6,9,9.166302588041077,4.521992063585047e-05,2.4706727756125386e-05,2.4706727756125386e-05,4.395460876881065e-05,5.740184283098422e-05,5.139859109379784e-05,6.402364289850709e-05,3.1539028151565996e-05
comms,5,0,0,NN,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,5,5,10.014299494596028,2.432117806764474e-05,2.2236565457485914e-05,2.2236565457485914e-05,2.8247678902741925e-05,3.087312895008727e-05,2.764432729736492e-05,3.458821899788324e-05,2.715193255823883e-05
commune,2,0,0,VBP,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,7,2,11.33622758948339,6.661916889097728e-06,9.290772318324593e-06,9.290772318324593e-06,1.4740661261754329e-05,8.45658950400489e-06,7.572174768748579e-06,1.366465588216129e-05,1.1768533820586728e-05
communications,7,0,0,NNS,3.4402429794470054e-05,29067.714285714286,14.827130010421158,0.0005100892992369939,14,6,9.751265088762233,3.604331434682997e-05,2.4794075603264318e-05,2.4794075603264318e-05,3.637021981412956e-05,4.244195457968202e-05,4.096812974742828e-05,4.747571501415787e-05,2.9590452685629663e-05
communicator,2,0,0,NN,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,12,2,11.33622758948339,6.661916889097728e-06,9.713859848710638e-05,9.713859848710638e-05,5.7847434766207306e-05,8.45658950400489e-06,7.572174768748579e-06,2.822431560617305e-05,0.00010089337953102481
community,2,0,0,NN,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,9,2,11.33622758948339,6.661916889097728e-06,2.9813327794978124e-06,2.9813327794978124e-06,6.165689982644574e-06,8.45658950400489e-06,7.572174768748579e-06,9.197487557748593e-06,4.567372234568416e-06
companies,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,9,1,12.33622758948339,0.0,7.511526601885468e-06,7.511526601885468e-06,9.83825088621953e-06,0.0,0.0,2.717921514941927e-06,8.497213951800106e-06
company,24,0,0,NN,0.00011795118786675447,8478.083333333334,13.049522431757605,0.001539206671919668,7,21,7.943910166704629,0.00011492946823303391,9.36003719457365e-05,9.36003719457365e-05,0.0001240991279019584,0.00013669386958346018,0.00012821762369925806,0.00015422168651047944,9.915448888302435e-05
companys,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,7.986532903751904e-07,7.986532903751904e-07,1.7569449812362166e-06,0.0,0.0,5.393704711822733e-07,9.25303777932819e-07
compare,1,0,0,VB,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,7,1,12.33622758948339,0.0,2.475232199501992e-06,2.475232199501992e-06,4.1462255309165806e-06,0.0,0.0,1.727671040505714e-06,3.7799603126969047e-06
compared,3,0,0,VBN,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,8,3,10.751265088762233,1.283729284665208e-05,1.037306342433354e-05,1.037306342433354e-05,1.7273571763905792e-05,1.6295567440130293e-05,1.4591329584362441e-05,2.1044651644333156e-05,1.2672457779211392e-05
compartmentalization,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,20,1,12.33622758948339,0.0,1.9414944775102566e-06,1.9414944775102566e-06,3.962895845117064e-06,0.0,0.0,1.4447423335239526e-06,2.3593930739498216e-06
compartmentalized,1,0,0,VBN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,17,1,12.33622758948339,0.0,9.393937326334033e-07,9.393937326334033e-07,2.3673798410448237e-06,0.0,0.0,1.2325458032876237e-06,1.1736776770923763e-06
compass,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,7,1,12.33622758948339,0.0,1.0037008129134496e-06,1.0037008129134496e-06,2.155953063906099e-06,0.0,0.0,9.354706609567607e-07,1.4722391079557741e-06
compasses,1,0,0,VBZ,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,9,1,12.33622758948339,0.0,4.711291872691376e-06,4.711291872691376e-06,6.859924379990895e-06,0.0,0.0,2.1237712302802014e-06,5.924948593577872e-06
compassion,5,0,0,NN,2.457316413890718e-05,40694.8,15.3125568375914,0.00037627797255647893,10,5,10.014299494596028,2.432117806764474e-05,6.803003450246074e-05,6.803003450246074e-05,5.3583468688270606e-05,3.087312895008727e-05,2.764432729736492e-05,4.368595949693388e-05,7.795527951064656e-05
compatible,2,0,0,JJ,9.829265655562873e-06,101737.0,16.634484932478763,0.0001635047714447916,10,2,11.33622758948339,6.661916889097728e-06,1.7138553521227975e-05,1.7138553521227975e-05,2.1396782436004882e-05,8.45658950400489e-06,7.572174768748579e-06,1.4028647375261584e-05,1.928076434019189e-05
compelling,1,0,0,VBG,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,9.985088235964922e-07,9.985088235964922e-07,1.976939000509238e-06,0.0,0.0,4.073370745907704e-07,1.1492802409430611e-06
compete,3,0,0,VB,1.4743898483344309e-05,67824.66666666667,16.049522431757605,0.0002366325294399914,7,3,10.751265088762233,1.283729284665208e-05,7.994899878098078e-06,7.994899878098078e-06,1.3643062076616457e-05,1.6295567440130293e-05,1.4591329584362441e-05,1.7140501000060298e-05,1.1061762298315613e-05
competing,1,0,0,VBG,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,9,1,12.33622758948339,0.0,5.9269781929723005e-06,5.9269781929723005e-06,8.44931141873293e-06,0.0,0.0,3.7081719893781293e-06,7.518295151505005e-06
competition,7,0,0,NN,3.4402429794470054e-05,29067.714285714286,14.827130010421158,0.0005100892992369939,11,7,9.528872667425786,3.503995807354975e-05,1.1482196753407156e-05,1.1482196753407156e-05,2.1218676335276906e-05,4.4479471389155194e-05,3.982767885572898e-05,4.265516746720136e-05,1.675437281594724e-05
competitor,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,10,1,12.33622758948339,0.0,5.059646432304035e-06,5.059646432304035e-06,8.208917673245922e-06,0.0,0.0,2.717921514941927e-06,5.521300798903002e-06
competitors,1,0,0,NNS,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,11,1,12.33622758948339,0.0,1.4580145447832887e-06,1.4580145447832887e-06,2.5534082809389406e-06,0.0,0.0,6.612474526513431e-07,2.790562309170708e-06
complacency,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,11,1,12.33622758948339,0.0,9.985088235964922e-07,9.985088235964922e-07,2.386215994253513e-06,0.0,0.0,1.067504057548253e-06,1.2506721833818282e-06
complain,1,0,0,NN,4.914632827781436e-06,203474.0,17.634484932478763,8.666701855017724e-05,8,1,12.33622758948339,0.0,4.266749860051336e-06,4.266749860051336e-06,5.543859482043517e-06,0.0,0.0,2.1237712302802014e-06,7.102254661379592e-06
